,company,title,url,city,district,remain_address,career,education_date,stack,main_task,qualification,more,duetime,years_of_experience,established_date,total_employees,company_type,view
170,오케스트로,Kubernetes / DevOps Engineer,https://www.jumpit.co.kr/position/19883,서울시,영등포구,여의대로 108 PARC1 NH금융타워(PARK ONE TOWER 2) 빌딩 43층,경력 3~15년,무관,"Git, MSA, Jenkins, Kubernetes, Prometheus, Istio","• MSA 환경을 제공하기 위한 서비스 R&D
• GitOps를 활용한 서비스 자동화 개발
• 서비스 로그/지표, 트레이싱 수집 및 시각화
• 서비스 성능 개선 및 트러블 슈팅
• IaC 도구를 활용한 자동화 서비스 개발
• 효율적인 개발을 위한 CI/CD 파이프라인 구축
• 서비스 신뢰성 지표 설정 및 가용성 확보
• 시스템 모니터링, 로깅 및 알람 구성, 장애대응
• service mesh (istio)를 사용한 트래픽 제어","• 클라우드를 활용한 서비스 환경 구축 및 운영 경험이 있으신 분
• Opensearch, Prometheus등 모니터링 툴을 이용해본 경험이 있는 분
• Private 환경에서 Kubernetes를 구축 및 운영 경험이 있으신 분
• 클라우드 아키텍처에 대한 이해도가 있으신 분
• GitOps에 대한 이해도가 있으신 분
• 대규모 Container 구축 및 운영 경험이 있으신분","• IaC 도구 중 하나 이상의 숙련도가 높으신 분
• GitOps 파이프라인를 구성하고 설계할 수 있으신 분
• Kubernetes에 대한 이해도가 높고, 트러블슈팅 및 튜닝할 수 있으신 분
• Istio와 같은 Service Mesh에 대한 이해도가 높으신 분
• 서비스 성능에 대해 비교하고 고민하는 것을 좋아하시는 분
• Git,Jenkins, argoCD,fluxCD 등 개발/빌드/배포 파이프라인과 관련된 다양한 도구들의 구성 및 활용 경험",상시,7,2018-4-30,396,"중소기업, 주식회사","2,723"
171,오케스트로,Cloud Infra Operation ,https://www.jumpit.co.kr/position/19869,서울시,영등포구,여의대로 108 PARC1 NH금융타워(PARK ONE TOWER 2) 빌딩 43층,경력 3~15년,무관,"OpenStack, AWS, vmware, K8S","• 솔루션을 이용하여 Cloud 플랫폼 운영 
• 네트워크 관리 
• 서버 및 시스템 유지보수
• 테스트 환경 구축","• 1년 이상의 클라우드(AWS, NCP, OpenStack, VMWare, Nutanix 등) 기반 인프라 운영 경험이 있으신 분 
• 3년 이상 인프라 운영 경험이 있으신 분 
• 새로운 기술을 습득하고 학습하고 싶은 패기넘치는 분  ","• 플랫폼 서비스 인프라 구축 및 운영 경험이 있으신 분 
• 네트워크 보안에 운영 경험이 있으신 분 
• 새로운 기술을 학습하고 적극적으로 공유하시는 분 
• OpenStack, VMWare, K8s 구축 및 경험이 있으신 분 ",상시,7,2018-4-30,396,"중소기업, 주식회사","2,723"
172,쏘카,DevOps Engineer,https://www.jumpit.co.kr/position/19850,서울,성동구,왕십리로 83-21 아크로포레스트 D타워,경력 3~20년,무관,"Datadog, Golang, Kafka, Helm, Kubernetes, Python, AWS Lambda, Docker, GitHub, Grafana","[우리 팀을 소개합니다.]
• 쏘카의 모든 서비스는 클라우드 인프라 환경 위에서 제공됩니다.
• 안정적인 서비스를 구성하면서도 빠르게 업데이트를 반영할 수 있는 인프라 환경을 추구하고, 그에 따른 기술 스택을 지속해서 연구하고 있습니다.
• 클라우드 인프라의 장점을 살려 코드로 인프라를 구성하고, 단순 업무에 대한 자동화하려는 노력합니다.

[담당하시게 될 업무를 소개합니다.]
• 퍼블릭 클라우드 환경에서의 고가용성 아키텍처 및 서비스 클라우드 환경 운영 및 고도화
• 서비스 자동화 환경 구성 및 도구 개발
• 쏘카 서비스의 통합 모니터링, 로깅, 알람 구성
• CI/CD 파이프라인 구축 및 통합","[이러한 분과 함께 성장하고 싶습니다.]
• 유관 경력 3년 이상 보유한 분
• 멀티클라우드/인프라 환경에 대한 이해와 경험을 보유한 분
• 하나 이상의 프로그래밍 언어 지식을 보유한 분
• OS, 네트워크 등 기본적인 지식을 보유한 분
• 문제점을 끈질기게 추적하고 해결 방법에 대한 제시 및 구현을 즐기는 분
• 깔끔한 문서화 능력과 이를 동료에게 공유하는 것을 즐기는 분
• 새로운 것을 배우면서 시도할 의지가 있는 분","[이러한 분이면 더욱 좋습니다.]
• AWS 등 클라우드 환경에서 서비스 운영 및 모니터링 경험이 있는 분
• Terraform, AWS CDK, Helm 등을 이용한 laC 구성 경험이 있는 분
• Docker, Kubernetes를 이용한 컨테이너 환경 구성 및 운영 경험이 있는 분
• GitHub Actions 등을 활용하여 CI/CD 환경을 직접 구축해 보신 경험이 있는 분
• Golang, Python, Java 중 한 가지 이상의 언어로 개발 경험이 있는 분
• Slack, Notion, Jira 기반으로 능동적으로 커뮤니케이션하고 협업할 수 있는 분

[동료들의 한마디]
🌉 일하는데 벽이 생기면 동료들과 벽을 허물어 다리를 만듭니다.
💁🏻 주도적이고 주체적으로 일할 수 있습니다.
📚 지식은 내 것이 아닌 우리의 것처럼 공유합니다.
👪 혼자 고민은 No! 다 같이 고민하고 해결합니다.",상시,14,2011-10-31,425,"스타트업, 중견기업, 코스피, 주식회사, 외부감사법인","1,758"
173,브레이브모바일,SRE(Site Reliability Engineer),https://www.jumpit.co.kr/position/16831,서울,강남구,"테헤란로 415, L7 강남타워 5층",경력 5~20년,고등학교졸업 이상,"New Relic, AWS, Kubernetes, Kong, Prometheus, Docker, Grafana","[🛠️ 기술 스택 & 사용 툴]
• AWS, Kubernetes, Docker, Kong Gateway, Newrelic, Prometheus, Grafana								

[🤝 합류 직후 이런 일을 해요]
• 안정적인 숨고 서비스 운영을 목표로 숨고 서비스의 신뢰성을 높입니다
• 이상 징후를 탐지할 수 있는 모니터링 환경을 구축하고 운영합니다
• 시스템 리소스를 모니터링하고 관리합니다
• 서비스 장애 발생 시 대응 및 장애 부검을 통해 재발 방지책을 도출합니다

[🔭 장기적으로 이런 일도 할 수 있어요]
• 성능 테스트를 통해 숨고 시스템을 개선합니다.
• 카오스 엔지니어링을 통해 서비스의 취약점을 분석하고 개선합니다.","[🚀 이런 분을 찾아요]
• 5년 이상의 SRE 경험이 있거나 이와 유사한 시스템 운영 경험이 있으신 분
• 성능 테스트로 서비스를 분석하고 개선해 본 경험이 있으신 분
• AWS Cloud, Kubernetes 환경에서 서비스를 운영하며 모니터링한 경험이 있으신 분
• 대용량 트래픽에서 서비스 운영 및 트러블 슈팅을 한 경험이 있으신 분								","[👑 이런 분이라면 더욱 좋아요]
• 고가용성을 위해 다양한 전략으로 신뢰성을 확보하신 분
• 주도적으로 문제를 정의하고, 해결 방안을 도출하시는 분
• MSA 환경에서 서비스 개발 및 운영 경험이 있으신 분
• 애플리케이션에 대한 트러블슈팅, 성능 분석 경험이 있으신 분
• 서비스 보안 관점에서 AWS, Kubernetes를 고민하고 적용해 보신 분
• Golang, Python, bash script 등 1가지 이상의 프로그래밍 언어를 능숙하게 다루시는 분


[💬 미래의 동료에게 드리는 한 마디]
안녕하세요, DevOps Engineer Ted 입니다!
저는 현재 숨고에 합류한지 약 2년 정도 되었습니다. Tech Team의 뛰어난 동료분들과 협업을 하며 다양한 경험을 해온 시간이었던 것 같아요. 숨고에 합류하신다면 서비스의 대용량 트래픽을 경험하고, 인프라를 개선하기 위한 시도와 적용을 통해 높은 성취감을 느끼실 수 있을 거예요. 또한 WAF 등 기본적인 보안 도구를 적용함으로써 안정적인 서비스의 모니터링 경험을 하실 수 있어요. 다양한 시도를 통해 함께 성장할 당신을 기다리겠습니다 :)

안녕하세요, DevOps Engineer Lyon 입니다!
SRE/DevOps는 서비스 개발자 분들과 긴밀한 관계를 유지하는데요. 저희 숨고에서는 입장 차이에서 오는 사일로를 해소하여 안정적인 운영을 가져오고자 노력하고 있습니다.
이러한 노력들을 바탕으로 숨고에서 대량의 트래픽에 대응하기 위한 인프라 프로비저닝 자동화, 고가용성 확보 등 다양한 전략들을 경험하실 수 있습니다.
Developer Self-Service 관점에서 더 나은 숨고가 될 수 있도록 함께 고민하며 성장하고 DevOps/SRE 문화를 만들어 나아갈 당신을 기다리고 있겠습니다. :)",상시,11,2014-12-9,,"스타트업, 중소기업, 주식회사",802
174,카비,품질관리(QC),https://www.jumpit.co.kr/position/18873,서울시,금천구,벚꽃로 244 (벽산디지털밸리 5차) 301호,경력 5~15년,대학교졸업(4년) 이상,"Linux, QA, Python","• 자사 AIoT 서비스 솔루션 품질관리 계획 및 프로세스 수립
• 프로젝트 산출물(문서 및 소스)운영 및 관리
• 테스트 환경구축, 테스트케이스/테스트 가이드 작성 및 자동화 방안 수립 
• 불량 원인 분석 및 개선 대책 수립
• 품질관련 인증관리 ","• IT/IoT 서비스 품질관리 경력 5년 이상
• 품질관리 계획 수립, 실행, 분석 및 문서화 능력
• 품질관리, 프로세스 개선 등에 대한 깊은 이해와 경험  ","• 모빌리티/커넥티드카/IoT 서비스 품질관리 경력 보유자
• 클라우드 기반 서비스 및 차량 임베디드 시스템에 대한 이해도 보유자
• 원활한 의사소통 스킬 및 적극적인 협업 능력 보유자
• SW/HW를 활용한 품질 테스트 환경 구축 경험자 ",상시,15,2010-5-3,23,"스타트업, 중소기업, 주식회사, 병역특례 인증업체, 수출입 기업",621
175,업스테이지,[Upstage] Software Engineer - MLOps Platform,https://www.jumpit.co.kr/position/18861,경기,용인시,"수지구 광교중앙로 338, A동 821호",경력 1~10년,무관,"GCP, Golang, TypeScript, C++, Linux, Kubernetes, Java, AWS, Python","• ML pipeline 전반을 관리하는 MLOps 플랫폼 개발 및 서비스 운영
• 대규모 GPU 기반 Multi-tenant Kubernetes 클러스터 구축 및 운영","• 하나 이상의 프로그래밍 언어에 능숙하신 개발자 (예: Golang, Python, Typescript, Java, C/C++ 등)
• 위 언어들을 이용한 백엔드 서버 개발 경험
• 실무 경험을 통해서 Kubernetes에 대한 기본적인 이해가 있으신 분
• 리눅스 및 네트워크에 대한 기본적인 이해가 있으신 분
• 클라우드 컴퓨팅 솔루션 경험 (예: AWS, GCP)
• 훌륭한 의사 소통 능력","• Kubernetes를 1년 이상 실무에서 운영 또는 서비스 개발에 사용한 경험
• 대규모 서버로 구성된 시스템을 개발 및 운영해본 경험이 있으신 분
• GPU를 실무에서 직접 사용하거나 관련 시스템을 개발한 경험
• Vue, React 등 프론트엔드 프레임워크를 이용한 개발 경험
• 머신러닝 모델을 학습해보거나 구현체를 이해할 수 있는 분",상시,5,2020-10-5,130,,"1,210"
176,안티그래비티,QA 테스터,https://www.jumpit.co.kr/position/10846,서울,성동구,성수이로22길 37 아크밸리 지식산업 센터 303c호 안티그래비티,경력 2~20년,무관,"SW, Redmine, QA, Jira","✔ 담당하시게 될 업무는 ' 플랫폼 QA' 입니다!
• 시스템 명세서, 개발 산출물 등의 테스트 베이시스 리뷰
• 요구사항 분석 및 테스트 계획 수립, 테스트 케이스 작성 및 진행
• 협업 도구를 활용한 결함 리포트 및 관리
• SW 품질 관리 프로세스 경험 및 이해
• 제품 유지보수 및 지속적인 품질 개선","✔ 어디 이런 분 없나요?
• 모바일, 웹, 앱 등 다양한 환경에서의 QA 담당 업무 2년 이상
• SW 테스팅 관련 지식과 이해가 있으신 분
• 논리적이고 유연한 커뮤니케이션이 가능하신 분
• 조직 내 및 타 조직(디자인, 개발)과의 원활한 커뮤니케이션
• 책임감과 서비스 개선에 의지가 있는 분
• 진행했던 TC 및 CL 샘플 제출 필수","✔ 이런 경험 가지신 분, 레드카펫 깔아드립니다.
• 온라인 커머스, 플랫폼 비즈니스 분야에서의 경험 우대
• 테스트, 이슈 관리 도구, BTS 툴 사용 경험 (Jira, Mantis, Bugzilla, Redmine 등)
• Web, app, 모바일 Web 특성 및 동작 원리 이해
• ISTQB나 CSTS 등 SW 테스팅 관련 자격증 보유
• 기획, 디자인, 개발 조직에 대한 이해가 높고 새로운 기술에 대한 관심과 학습 능력이 높으신 분",상시,7,2018-5-30,18,"중소기업, 주식회사",163
177,클래스메소드코리아,AWS 인프라 관련 설계/구축 경력직,https://www.jumpit.co.kr/position/3877,서울특별시,중구,"서소문로 116, 11층 1107호, 1108호",경력 1~5년,"대학졸업(2,3년) 이상","AWS, Network","■ AWS인프라에 관한 설계 및 구축
• 프리세일즈 부터 정보를 전달받아, 더욱 구체적인 AWS에 관한 설계 및 구축을 진행합니다. 
• AWS이용법에 관한 어드바이스, 추천설계 방법에 대해서도 적극적으로 제안합니다. 
• 네트워크, 백업, 보안, 가용성, 감시, CI/CD, 운용설계까지 전반적으로 진행합니다. 
• 구축작업에 관해서는 자동화를 도입하여 효율화를 실현합니다.","• AWS 이용경험
• 고객 서포트, 협상 경험
• NW, DB, OS, 보안에 관한 기초지식","• AWS자격증 소지자
• CloudFormation, Ansible등의 구성관리 Tool의 이용 경험
• 프로그램 개발 경험, 스트립트 등의 Tool 개발 경험
• AWS SDK 또는 AWS CLI 이용 경험
• Web 어플리케이션 개발 경험 또는 네트워크 인프라 구축 경험",상시,5,2020-12-28,34,,41
178,플래티어,데이터 엔지니어,https://www.jumpit.co.kr/position/22716,서울,송파구,"법원로9길 26, D동 제6층",경력 3~10년,무관,"MongoDB, NoSql, Python, Shell, SQL, Google BigQuery",• ETL 설정 및 데이터 파이프라인 관리 등,"• 데이터 파이프라인 개발 및 운영 경력 3년 이상
• ETL 솔루션 또는 프로세싱 구축 및 운영 경험 
• BigQuery / mongoDB 등의 noSQL 경험
• 대용량 데이터 처리 및 마이그레이션 경험
• Python, SQL, shell script 등 언어활용 가능","• 컴퓨터공학과 계열 전공 우대
• Cloud 기반의 파이프라인 구축, 운영 경험자
• 데이터 기반 문제 해결 능력 보유
• 데이터 모델링 경험자",상시,20,2005-2-24,265,"중소기업, 코스닥, 주식회사","1,178"
179,피처링,데이터 엔지니어,https://www.jumpit.co.kr/position/20239,서울,강남구,테헤란로 151 708호 피처링,경력 1~10년,무관,"AI/인공지능, BigData, Etl, Python","• 피처링 서비스 데이터 파이프라인 설계
　- ETL 데이터 파이프라인 및 서비스 구축 및 개선
• SNS 데이터 분석 
　- 피처링 플랫폼 데이터 분석 
　- 분석 파이프라인 / 분석 데이터 설계
　- SNS 콘텐츠 성과 분석
• 데이터 파이프라인 인프라 구축 관리
　- 데이터 생산성을 위한 CI/CD 시스템 구축 및 개선
　- 데이터 파이프라인 서비스 장애 모니터링 및 대응","• ETL 파이프라인 구축 경험
• 빅데이터/AI 분야에 대한 연구 및 개발 경험","• 기획/개발/운영 직군간의 원활한 커뮤니케이션 경험 
• 다양한 클라우드 환경에 대한 경험
• 인프라의 초기 구축부터 안정화까지의 전체 Scope 경험
• 개발 경험 3년 이상
• 외국어 커뮤니케이션 가능자",상시,6,2019-3-13,20,"스타트업, 주식회사",371
180,와디즈,AI 개발자 (2년 이상) ,https://www.jumpit.co.kr/position/22293,경기,성남시,"분당구 판교로 242, A동 5층 504호",경력 2~10년,무관,"scikit-learn, AI/인공지능, Hive, Hadoop, MachineLearning, DeepLearning, TensorFlow, Python, SQL, PyTorch","[AI 개발자는 이런 일을 해요.]
• 플랫폼 내에서 발생하는 사용자들의 다양한 행동 데이터를 분석해요.
• 감성 분석, 이상 탐지, 매출 예측, 상품 추천 등 다양한 모델을 개발하고 있어요.
• AI 모델 서빙 및 A/B테스트, 성과 분석 등의 업무도 하고 있어요.

[합류한다면 이런 일들을 경험하며 성장 할 수 있어요.]
• 크라우드 펀딩, 스토어, 소셜관계 등 다양한 도메인에서 메이커 기반/ 서포터 기반 등 여러가지 관점으로 데이터를 분석해보고 모델링 해볼 수 있어요.
• 스토리나 댓글 등 텍스트 데이터, 결제 관련 데이터, 사용자 로그 데이터 등 다양한 데이터에 대한 경험을 쌓을 수 있어요.
• 데이터 관련한 여러 포지션의 팀원들이 함께 일하기 때문에  데이터 분석에서 파이프라인 구성 및 MLOps까지 넓은 범위의 업무를 경험하며 성장할 수 있어요.
• 최신 기술이나 새로운 주제를 빠르게 시작하고 적용하며 일할 수 있어요.","[우리는 이런 분들을 찾고있어요.]
• AI 관련 업무 경력 2년 이상이신 분
• 머신러닝/딥러닝 관련 지식을 보유하신 분
• SQL, Python 사용이 능숙하고 데이터 추출, 전처리, 분석이 가능하신 분
• Scikit-learn, TensorFlow, PyTorch 등을 활용한 AI 개발 경험이 있으신 분

[아래 문항에 대한 답변을 이력서에 작성하여 제출해주세요.]
• 지원자님이 생각하시는 와디즈는 어떤 회사인가요? 왜 와디즈에서 함께 하고 싶은 마음이 드셨나요?
• 와디즈가 하고 있는 일을 살펴보셨나요? 내가 합류해서 꼭 해보고 싶은 일이 있다면 기록해주세요.","[이러한 분이시라면 더욱 좋아요.]
• Hadoop, Hive, Spark 등 빅데이터 분석 플랫폼 사용 경험이 있으신 분
• TensorFlow, PyTorch 등을 활용한 모델 파이프라인 구축 및 서빙 경험이 있으신 분
• AWS에서 모델링 및 서빙 경험이 있으신 분
• 최신 논문을 이해하고 개발에 적용할 수 있는 능력을 갖추신 분
 

[함께할 분들에게 전하는 한 마디]
“빠르게 변화하고 성장하는 서비스에 함께 기여하며 성장하기를 원하시는 분들을 기다립니다.”",상시,6,2019-4-23,311,,"1,513"
181,안티그래비티,[부피 알고리즘] 데이터 사이언티스트,https://www.jumpit.co.kr/position/8837,서울,성동구,성수이로22길 37 아크밸리 지식산업 센터 303c호 안티그래비티,경력 3~20년,석사졸업 이상,"AI/인공지능, Hadoop, MachineLearning, Java, TensorFlow, Python, Spark, Scala, SQL, Google BigQuery","✔ 담당하시게 될 업무는 ' 신체사이즈 추청 알고리즘 개발 및 운영 ' 입니다!

• 가슴 신체 사이즈 예측에 필요한 컬럼 정의
　- BMI, 흉곽길이 등 가슴 사이즈를 예측 모델의 데이터 컬럼 정의
    - 정의된 컬럼간의 상관관계 분석 및 확률통계 모델 파라미터 산출식 추론
• 예측 모델에 대한 평가 지표 및 예측 모델의 신뢰성 검증 파이프 라인 구축
• 엔지니어와 함께 예측 모델 재학습 파이프라인 구축
　- 서비스 데이터중 어떤 데이터를 파이프라인으로 보내서 재학습에 사용하는지 정의
• 사이즈를 바탕으로 상품 추천 알고리즘 개발","✔ 어디 이런 분 없나요?
• 머신러닝 관련 실무 경력 1년 이상이신 분
• E-Commerce 및 플랫폼 비즈니스 경험이 있으신 분
• Scala, Java, Python 중 하나 이상의 프로그래밍 언어에 익숙하신 분
• ML 기본 알고리즘 사용 및 작동 방식의 이해가 있으신 분 (regression, decision tree, neural network, recommendation, clustering)
• SQL, Spark, Hadoop, BigQuery, Airflow 등을 이용한 데이터 파이프라인 구축, 운영
• 머신러닝 논문들을 이해하고 구현하여 비즈니스 모델에 적용할 수 있는 분","✔ 이런 경험 가지신 분, 레드카펫 깔아드립니다.
• 머신러닝 데이터/서비스 파이프 라인을 구축해보신 분
• 통계학/컴퓨터 공학 석사 이상의 학위를 가진 분
• 관련 분야 학회에서 논문을 발표하신 분",상시,7,2018-5-30,18,"중소기업, 주식회사",163
182,다이얼로그디자인에이전시,[5년 이상 리더급] 풀스택 소프트웨어 엔지니어,https://www.jumpit.co.kr/position/22041,서울,송파구,송파대로 201 A동 1014호,경력 5~7년,대학교졸업(4년) 이상,"GCP, Git, Django, React, AWS, Flask, Python, AZURE, Docker, Flutter","1. AI Solution Lab 풀스택 엔지니어가 해결해야 할 미션은 다음과 같습니다. 

• 데이터와 AI가 바탕이 되는 서비스를 구현하기 위해 기술의 변화에 맞춰 시스템 아키텍쳐를 최적화하는 방법이 무엇인지를 고민합니다. 
•  LLM 기반 생성형 AI의 한계를 이해하고, 이런 한계에 대응하기 위한 최적의 기술과 방식이 무엇인지를 고민합니다. 


2. 풀스택 엔지니어의 주요 업무는 다음과 같습니다. 

• AI, LLM 기반의 응용 서비스, 솔루션 신규 개발 프로젝트의 개발 파트를 리딩합니다.
• AI Solution Lab의 개발 업무를 리딩하고 실무 개발에 앞장서 참여합니다.
• 안정적인 서비스 제공을 위한 시스템 아키텍쳐를 탄탄하게 설계하고 개발합니다.
• 신규 개발 프로젝트의 크로스 플랫폼 웹/앱 풀스택 개발과 시스템 설계, 유지 보수에 참여합니다.","• 풀스택 소프트웨어 엔지니어 실무 개발 경력이 5년 이상인 분
• 데이터 구조 설계부터 화면 구현까지 서비스 개발 경험이 있으신 분
• AI 서비스(또는 이에 준하는 모바일/웹/앱/플랫폼 서비스) 출시 경험이 있고, 기획과 설계부터 서비스 출시까지 모든 과정에 참여해 CTO 또는 그에 준하는 역할을 수행한 경력이 있으신 분
• 시스템 아키텍처 설계, 서버 및 인프라에 대한 지식과 경험, 실력을 가지신 분
• Python/Django 프레임워크를 이용한 서버/백엔드 개발에 최상급의 지식과 실력을 가지신 분
• Flutter를 이용한 웹/모바일 클라이언트 개발에 상급 수준 지식과 실력을 가지신 분
• AWS EC2, GCP 등 클라우드 기반의 서버 구축 경험이 있으신 분
• SQL/MongoDB 등과 같이 RDBS/NoSQL 관계없이 다양한 DB를 익숙하게 다룰 수 있으신 분
• 비개발자를 포함해 협업하는 사람과 논리적이고 이성적인 커뮤니케이션이 가능하신 분
• 내가 제안한 설계와 내가 개발한 코드에 대한 비판에도 열린 커뮤니케이션이 가능한 분
• 서비스와 사용자 중심의 관점과 유연한 커뮤니케이션 역량을 보유하신 분
• 리더로서 책임감과 포용력이 있으신 분","• 컴퓨터공학 또는 관련 학문을 전공하신 분
• 주도적으로 문제를 발견하고 개선해오신 분
• 사용자 중심으로 개발하는 마인드를 가지신 분
• LLM을 활용한 제품/서비스 출시 경험이 있으신 분
• 신규 개발팀을 신설해보았거나, 개발팀을 리딩해보신 분
• 자연어처리, 딥러닝, MLOps 등에 대한 이해가 있으신 분
• AI/ML/LLM 모델을 활용한 서비스 구축 경험이 있으신 분
• AI 시장에 대한 이해를 바탕으로 제품화를 위한 아이디어가 넘치시는 분",2024-02-29,,,,,
183,브레인즈컴퍼니,[상장사/성수동] 통합로그관리 SW 기술지원 엔지니어,https://www.jumpit.co.kr/position/22840,서울,성동구,"성수이로 87, 5층 ~ 8층",경력 5~10년,대학교졸업(4년) 이상,"RDB, Kafka, Node.js, Linux, Redis, Docker, Elasticsearch, K8S","• 빅데이터 통합로그관리 시스템(Zenius SIEM) 제품을 소개합니다.
• 빅데이터 통합로그관리 시스템(Zenius SIEM)의 기술 지원을 담당합니다. (제품 설치 및 유지보수, 기능 테스트 및 매뉴얼 작성)","• 경력 : 5~10년
• 학력 : 대졸 (4년제) 졸업 이상
• 통합로그관리, SIEM, SOAR, 통합보안관리 부문의 엔지니어 경력이 있으셔야 합니다.","• 전산관련 전공하신 분 우대합니다.
• 검색엔진(ElasticSearch 또는 OpenSearch) 사용 경험이 있으신 분 우대합니다.
• 통합로그관리, SIEM, SOAR 개발 경험 있는 분 우대합니다.
• 리눅스 명령어 사용 능숙한 분 우대합니다.
• RDBMS/Kafka/Redis/NodeJS/K8S/Docker 유경험자 우대합니다.",2024-02-25,25,2000-3-16,105,"스타트업, 중소기업, 코스닥, 주식회사, 외부감사법인, 병역특례 인증업체","1,012"
184,비트나인,DB 엔지니어 또는 DBA (2년 이상),https://www.jumpit.co.kr/position/16736,서울,강남구,테헤란로 516 4층,경력 2~10년,대학교졸업(4년) 이상,"MySQL, Tibero, DB, Oracle, PostgreSQL","• 당사 DBMS제품(AgensSQL) 설치구축, 트러블슈팅, 튜닝 기술지원
• DB전환 마이그레이션(이기종 DB to AgensSQL Migration) 수행
• RDBMS(AgensSQL Based on PostgreSQL) 기술지원
• Apache AGE(PostgreSQL의 확장 프로그램으로 그래프데이터 저장 및 활용기능) 기술지원
• AgensGraph(Graph Database)기술지원","• 학력 : 4년재 대학 졸업 이상
• 경력 : 해당 DBMS 분야의 엔지니어 또는 DBA 경력자(2년이상, 10년미만)
• 해당 DBMS(PostgreSQL, Oracle, Tibero, Altibase, EDB, eXperDB, MySQL, DB2 등)","• DBMS전환(이기종 DB TO DB Migration) 및 DBA 경력자
• DBMS QA(DBMS 기능 및 성능테스트) 경험자",상시,12,2013-10-28,80,"중소기업, 코스닥, 주식회사, 연구소",747
185,엑소시스템즈,디지털헬스케어 플랫폼 AI 엔지니어 (병역특례 가능),https://www.jumpit.co.kr/position/21002,경기,성남시,"분당구 판교로289번길 20, 3동 320호",신입~10년,석사졸업 이상,"AI/인공지능, C++, MATLAB, TensorFlow, Python","디지털 헬스케어 디바이스로부터 얻어지는 생체신호를 분석하여 질병과 관련된 디지털 바이오마커를 분석하는 일을 합니다. 골격근의 상태를 진단 모니터링하는 측정 기술을 개발하며, 다양한 근육의 비선형 생체 신호를 학습알고리즘을 활용하여 정량적 지표를 개발을 수행합니다. 골격근 고유의 특성을 비침습적으로 진단하는 최초의 기술을 개발하여 건강관리의 새로운 패러다임을 만들어갑니다. 세계로 나아갈 수 있는 기술을 개발한는 핵심 인력 중 하나로서 회사의 미래를 함께 그려나가실 분을 찾습니다.

• 근골격계 건강관리를 위한 생체신호 데이터 분석
• 생체신호 기반의 정량적 / 질적 평가 알고리즘 및 예측 알고리즘 개발
• 사용자 데이터 기반의 Key Index 및 측정해야 하는 DB 요구사항 도출","• AI 관련 전공/프로젝트 포트폴리오 제출
• Tensorflow / CNN, DNN, RNN 에 대한 높은 이해
• 데이터 정제, outlier 제거 등 전처리를 위한 도구 개발 경험
• Python / C++ / MATLAB 숙련자","• 관련분야 석/박사 학위자
• 생체신호 분석 관련 프로젝트 포트폴리오 보유자
• 관련 프로젝트 리드 경험자
• 수준급 저널 논문 게재 실적 보유자",상시,8,2017-1-4,17,"스타트업, 중소기업, 주식회사, 병역특례 인증업체, 수출입 기업",447
186,피매치,AI 엔지니어,https://www.jumpit.co.kr/position/20853,서울,마포구,마포대로 122 13층,경력 2~5년,대학교졸업(4년) 이상,"Linux, TensorFlow, Python, Docker, PyTorch","• 사전에 학습된 ChatGPT 모델을 의료 도메인 데이터로 미세 조정하여 챗봇 고도화
• 사용자와의 자연스러운 대화를 위한 챗봇 시스템을 설계 및 구현
• 개인맞춤형 건강기능식품 추천을 위한 데이터 전/후처리 아키텍쳐 및 알고리듬 고도화","• 경력 : 동종업(AI 서비스 개발/운영) 2년 이상 또는 그에 준하는 역량을 가지신 분
• 대용량 데이터 활용이 가능하신 분
• Python, Tensorflow, Pytorch 등 딥러닝 프레임워크 개발에 능숙하신 분","• 헬스케어 분야에서의 경험이 있으신 분
• 자연어 생성 모델(LLM) 관련 경험이 있으신 분 
• Linux, Docker 기반 개발 경험하신 분
• 최신 영문 논문을 분석하고 재현하는 데 능숙한 분",상시,,,,,
187,테스트웍스,[병역특례 전문연구요원] Robot Vision 엔지니어,https://www.jumpit.co.kr/position/15077,서울,송파구,백제고분로41길 42-19 4층,신입~10년,석사졸업 이상,"caffe2, C++, ROS, MATLAB, DeepLearning, TensorFlow, Python, PyTorch, C","• 3차원 공간데이터 수집기 개발 (LiDAR/Radar/Camera)
• 3차원 공간데이터 구축 (SLAM)
• 딥러닝 기반 3차원 데이터 모델링 (3D Object Detection/Depth Completion/Depth Estimation)","• 석사 학위 이상
• Python, C/C++ 언어 중 1개 이상에 능숙한 자
• Pytorch/Tensorflow/Caffe 중 1개 이상의 프레임워크에 능숙한 자
• ROS/Matlab 중 1개 이상 사용이 가능한 자
• 의미론적 객체 분할 / 이상행동탐지 등 과 같은 딥러닝 프로젝트에 참여해 본 자
• 3차원 공간데이터 랜더링 / 모델 개발이 가능한 자","• 선형대수/통계학에 대한 기본 지식이 있는 자
• LiDAR / IR Camera 등의 센서를 다루어 본 자
• 컴퓨터비전/딥러닝/SLAM 등 관련 연구(논문)을 이해하고 구현이 가능한 자
• Top-tier 학회 논문 혹은 관련 석사학위를 보유한 자
• ROS 시스템을 사용하여 멀티센서 수집 시스템을 구축해 본 경험이 있는 자
• Unity/Blender/Bullet 등 3D 시뮬레이션 엔진 경험을 보유한 자분",상시,10,2015-6-12,139,"스타트업, 중소기업, 주식회사, 병역특례 인증업체",980
